data;hora;natureza_acidente;bairro;endereco;tipo;auto;moto;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;ano
10/04/2019;20:06:00;SEM VÍTIMA;IMBIRIBEIRA;RUA ARQUITETO LUIZ NUNES;COLISÃO TRASEIRA;1;1;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
10/04/2019;20:10:00;SEM VÍTIMA;BOA VIAGEM;RUA PROFESSOR JOAO MEDEIROS;ABALROAMENTO LONGITUDINAL;1;;;;;1;;;0;;Bom;;Perfeito estado;;;;R-6a;;2019
10/04/2019;21:09:00;SEM VÍTIMA;SANTO ANTÔNIO;RUA ENGENHEIRO UBALDO GOMES DE MATOS;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
10/04/2019;21:28:00;SEM VÍTIMA;MUSTARDINHA;RUA SAO MIGUEL;ABALROAMENTO LONGITUDINAL;1;;;;;1;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
10/04/2019;21:34:00;SEM VÍTIMA;IBURA;AV DOM HELDER CAMARA;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
10/04/2019;21:48:00;SEM VÍTIMA;GUABIRABA;RUA DAS FLORES;CHOQUE VEÍCULO PARADO;;;;;2;;;;0;;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;2019
10/04/2019;00:00:00;SEM VÍTIMA;BOA VIAGEM;RUA RIO AZUL;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
11/04/2019;07:04:00;SEM VÍTIMA;BOA VIAGEM;AV DOM JOAO VI;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Placas Pare;60 km/h;2019
11/04/2019;07:16:00;SEM VÍTIMA;ILHA DO LEITE;PTE JOSE DE BARROS LIMA;COLISÃO TRASEIRA;1;;;;1;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
11/04/2019;07:21:00;SEM VÍTIMA;BOA VIAGEM;RUA JOSE DOMINGUES DA SILVA;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Não existe;Ilegível;Seca;Perfeito estado;Não existe;Não há placas;;2019
11/04/2019;07:23:00;SEM VÍTIMA;BOA VIAGEM;AVENIDA CELSO FURTADO (VIA MANGUE);COLISÃO TRASEIRA;3;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;2019
11/04/2019;08:01:00;SEM VÍTIMA;CORDEIRO;RUA GOMES TABORDA;ABALROAMENTO LONGITUDINAL;1;;;;;1;;;0;;Bom;Sem defeito;Perfeito estado;Seca;;;Outras;;2019
11/04/2019;08:11:00;SEM VÍTIMA;ESPINHEIRO;AV GOVERNADOR AGAMENON MAGALHAES;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
11/04/2019;08:53:00;SEM VÍTIMA;CAXANGÁ;RUA RIBEIRO PESSOA;COLISÃO;1;;;;;1;;;0;;;;;;;;;;2019
11/04/2019;09:53:00;SEM VÍTIMA;ARRUDA;RUA DAS MOCAS;COLISÃO FRONTAL;2;;;;;;;;0;;Bom;Não existe;Incompleta;Seca;Perfeito estado;Faixa de retenção;Placas Pare;;2019
11/04/2019;09:55:00;SEM VÍTIMA;VÁRZEA;AV JOAQUIM RIBEIRO;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Nublado;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;;;2019
11/04/2019;09:59:00;SEM VÍTIMA;GRAÇAS;AV BEIRA RIO;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;R-6a;;2019
11/04/2019;10:00:00;SEM VÍTIMA;VÁRZEA;RUA PROFESSOR CHAVES BATISTA;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Nublado;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;2019
11/04/2019;10:07:00;SEM VÍTIMA;IPSEP;AV RECIFE;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;2019
11/04/2019;11:45:00;SEM VÍTIMA;IPUTINGA;EST DO BARBALHO;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
11/04/2019;11:53:00;SEM VÍTIMA;MADALENA;AV BEIRA RIO;COLISÃO TRASEIRA;3;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;2019
11/04/2019;12:40:00;SEM VÍTIMA;ARRUDA;AV PROFESSOR JOSE DOS ANJOS;COLISÃO;0;;;;;;;;0;;;;;;;;;;2019
11/04/2019;12:56:00;COM VÍTIMA;BOA VISTA;RUA BISPO CARDOSO AYRES;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;30 km/h;2019
11/04/2019;13:13:00;SEM VÍTIMA;VÁRZEA;RUA VISCONDE DE BARBACENA;ABALROAMENTO LONGITUDINAL;1;;;;;1;;;0;;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;2019
11/04/2019;13:26:00;SEM VÍTIMA;VÁRZEA;AV PROFESSOR ARTUR DE SA;COLISÃO;1;;;;;1;;;0;;;;;;;;;;2019
11/04/2019;14:05:00;COM VÍTIMA;MADALENA;AV CAXANGA;COLISÃO TRASEIRA;1;1;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
11/04/2019;14:08:00;SEM VÍTIMA;MADALENA;RUA BENFICA;COLISÃO;1;;;;1;;;;0;;;;;;;;;;2019
11/04/2019;14:46:00;SEM VÍTIMA;BOA VIAGEM;RUA ANTONIO LUMACK DO MONTE;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
11/04/2019;14:47:00;COM VÍTIMA;IMBIRIBEIRA;RUA SARGENTO SILVINO DE MACEDO;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;1;;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;2019
11/04/2019;16:17:00;SEM VÍTIMA;CORDEIRO;RUA DR MIGUEL VIEIRA FERREIRA;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Bom;Não existe;Ilegível;Seca;Mal conservada;Não existe;Não há placas;;2019
11/04/2019;16:29:00;SEM VÍTIMA;TEJIPIÓ;AV DR JOSE RUFINO;COLISÃO;1;1;;;;;;;0;;;;;;;;;;2019
11/04/2019;17:46:00;SEM VÍTIMA;DOIS IRMÃOS;RUA DOIS IRMAOS;COLISÃO;;1;;;1;;;;0;;;;;;;;;;2019
11/04/2019;18:30:00;COM VÍTIMA;SOLEDADE;RUA AFONSO PENA;COLISÃO TRASEIRA;2;1;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;2019
11/04/2019;18:34:00;SEM VÍTIMA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
11/04/2019;19:25:00;SEM VÍTIMA;ESTÂNCIA;AV DR JOSE RUFINO;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Outros;Outras;;2019
11/04/2019;19:44:00;SEM VÍTIMA;BOA VIAGEM;RUA DES JOAO PAES;CHOQUE VEÍCULO PARADO;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;Placas Pare;30 km/h;2019
11/04/2019;21:36:00;SEM VÍTIMA;SAN MARTIN;AV GENERAL SAN MARTIN;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
11/04/2019;23:14:00;SEM VÍTIMA;ESPINHEIRO;RUA SANTO ELIAS;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Não existe;;Seca;Perfeito estado;Faixa de pedestre;Placas Pare;40 km/h;2019
12/04/2019;00:16:00;SEM VÍTIMA;ILHA DO RETIRO;RUA ASTORGA;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
12/04/2019;00:16:00;SEM VÍTIMA;ILHA DO RETIRO;RUA ASTORGA;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;2019
12/04/2019;06:46:00;COM VÍTIMA;MADALENA;RUA BENFICA;COLISÃO COM CICLISTA;;;1;;1;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
12/04/2019;07:21:00;SEM VÍTIMA;GRAÇAS;PRC DO ENTRONCAMENTO;ABALROAMENTO LONGITUDINAL;1;;;;;1;;;0;;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Outros;R-6a;;2019
12/04/2019;07:31:00;SEM VÍTIMA;IBURA;RUA CAPITAO VICENTE CURADO;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;2019
12/04/2019;07:45:00;COM VÍTIMA;CORDEIRO;RUA PIERRE CURIE;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;2;;Chuvoso;Não existe;Incompleta;Molhada;Perfeito estado;Não existe;Não há placas;40 km/h;2019
12/04/2019;07:54:00;SEM VÍTIMA;DOIS IRMÃOS;RUA DOIS IRMAOS;COLISÃO TRASEIRA;2;;;;;;;;0;;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;;2019
12/04/2019;08:02:00;SEM VÍTIMA;CAXANGÁ;AV CAXANGA;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Outras;;2019
12/04/2019;08:22:00;SEM VÍTIMA;IPUTINGA;AV CAXANGA;COLISÃO TRASEIRA;1;;;;1;;;;0;;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Outras;;2019
12/04/2019;08:22:00;SEM VÍTIMA;CAMPO GRANDE;RUA ODORICO MENDES;COLISÃO;1;1;;;;;;;0;;;;;;;;;;2019
12/04/2019;08:29:00;COM VÍTIMA;PINA;AV ANTONIO DE GOES;TOMBAMENTO;;1;;;;;;;1;;Chuvoso;Desligado;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;60 km/h;2019
12/04/2019;08:38:00;SEM VÍTIMA;TORRE;RUA MARQUES DE MARICA;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;0;;Chuvoso;Não existe;Não existente;Molhada;Perfeito estado;Não existe;Não há placas;;2019
12/04/2019;08:50:00;SEM VÍTIMA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;ABALROAMENTO LONGITUDINAL;;;;;1;1;;;0;;Chuvoso;Sem defeito;;Molhada;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;2019
12/04/2019;09:00:00;SEM VÍTIMA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;COLISÃO TRASEIRA;2;;;;;;;;0;;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;;60 km/h;2019
12/04/2019;09:39:00;SEM VÍTIMA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;COLISÃO TRASEIRA;2;;;;;;;;0;;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Outros;R-6a;;2019
12/04/2019;10:17:00;SEM VÍTIMA;BOA VISTA;RUA DOM BOSCO;COLISÃO TRASEIRA;1;;;;;1;;;0;;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;R-6a;;2019
12/04/2019;11:07:00;SEM VÍTIMA;SÃO JOSÉ;RUA IMPERIAL;COLISÃO TRASEIRA;1;;;;1;;;;0;;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;40 km/h;2019
12/04/2019;11:15:00;SEM VÍTIMA;ESPINHEIRO;RUA DO ESPINHEIRO;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Placas Pare;;2019
12/04/2019;11:17:00;SEM VÍTIMA;CASA AMARELA;RUA ALTO SANTA ISABEL;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Agente;Outras;40 km/h;2019
12/04/2019;12:01:00;SEM VÍTIMA;BAIRRO DO RECIFE;RUA ALVARES CABRAL;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;;2019
12/04/2019;12:21:00;SEM VÍTIMA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
12/04/2019;12:21:00;SEM VÍTIMA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;COLISÃO TRASEIRA;2;;;;;;;;0;;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Outras;;2019
12/04/2019;12:31:00;SEM VÍTIMA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;COLISÃO;1;;;;1;;;;0;;;;;;;;;;2019
12/04/2019;12:34:00;SEM VÍTIMA;BOA VISTA;RUA DO HOSPICIO;ABALROAMENTO TRANSVERSAL;;;;;2;;;;0;;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Agente;R-6a;30 km/h;2019
12/04/2019;12:35:00;COM VÍTIMA;TORRE;RUA REAL DA TORRE;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;1;;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Placas Pare;;2019
12/04/2019;12:43:00;SEM VÍTIMA;TORRÕES;RUA DR MIGUEL VIEIRA FERREIRA;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Chuvoso;Não existe;Não existente;Molhada;Perfeito estado;Não existe;Não há placas;;2019
12/04/2019;12:47:00;SEM VÍTIMA;BOA VIAGEM;AV CONSELHEIRO AGUIAR;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
12/04/2019;13:13:00;SEM VÍTIMA;CASA FORTE;RUA LEONARDO BEZERRA CAVALCANTE;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Placas Dê a preferência;;2019
12/04/2019;14:33:00;SEM VÍTIMA;SAN MARTIN;RUA VINTE E UM DE ABRIL;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;;2019
12/04/2019;14:55:00;SEM VÍTIMA;IMBIRIBEIRA;RUA ARQUITETO LUIZ NUNES;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;50 km/h;2019
12/04/2019;15:14:00;SEM VÍTIMA;CURADO;AV GETULIO VARGAS;ENGAVETAMENTO;;;;;;;;;0;;;;;;;;;;2019
12/04/2019;15:15:00;SEM VÍTIMA;CAMPO GRANDE;RUA ODORICO MENDES;COLISÃO TRASEIRA;1;;;;;1;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;2019
12/04/2019;15:20:00;COM VÍTIMA;TEJIPIÓ;RUA FALCAO DE LACERDA;COLISÃO FRONTAL;2;1;;;;;;;1;;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;2019
12/04/2019;15:50:00;SEM VÍTIMA;MACAXEIRA;AV DA RECUPERACAO;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Chuvoso;Não existe;;Seca;;Não existe;Outras;;2019
12/04/2019;16:41:00;SEM VÍTIMA;BOA VISTA;AV CONDE DA BOA VISTA;ABALROAMENTO TRANSVERSAL;1;;;;1;;;;0;;Bom;;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;2019
12/04/2019;16:51:00;SEM VÍTIMA;SÃO JOSÉ;RUA SIQUEIRA CAMPOS;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
12/04/2019;17:05:00;SEM VÍTIMA;AFOGADOS;RUA COSME VIANA;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
12/04/2019;17:30:00;COM VÍTIMA;BOA VIAGEM;;ACID. DE PERCURSO;;1;;;;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;2019
12/04/2019;17:49:00;SEM VÍTIMA;BOA VIAGEM;RUA CORONEL BENEDITO CHAVES;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
12/04/2019;20:16:00;SEM VÍTIMA;IPSEP;AV RECIFE;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;2019
12/04/2019;20:28:00;SEM VÍTIMA;CORDEIRO;AV GENERAL SAN MARTIN;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;2019
12/04/2019;23:30:00;SEM VÍTIMA;SAN MARTIN;RUA COMENDADOR FRANCO FERREIRA;CHOQUE VEÍCULO PARADO;2;;;;;;;;0;;Chuvoso;Não existe;Não existente;Molhada;Mal conservada;Não existe;Não há placas;20 km/h;2019
12/04/2019;23:57:00;SEM VÍTIMA;TORRÕES;AV BICENTENARIO DA REVOLUCAO FRANCESA;ATROPELAMENTO ANIMAL;1;;;;;;;;0;;Chuvoso;Não existe;Não existente;Molhada;Perfeito estado;Não existe;Não há placas;;2019
13/04/2019;07:56:00;COM VÍTIMA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;COLISÃO TRASEIRA;3;;;;;;;;1;;Chuvoso;Não existe;;Molhada;;;Outras;60 km/h;2019
13/04/2019;08:29:00;SEM VÍTIMA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;COLISÃO TRASEIRA;1;;;;;1;;;0;;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Outras;;2019
13/04/2019;08:52:00;SEM VÍTIMA;ILHA DO LEITE;AV GOVERNADOR AGAMENON MAGALHAES;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Outras;60 km/h;2019
13/04/2019;09:14:00;SEM VÍTIMA;BOA VIAGEM;RUA BALTAZAR PASSOS;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Placas Pare;;2019
13/04/2019;09:20:00;SEM VÍTIMA;CASA AMARELA;RUA CORREGO DO EUCLIDES;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;Placas Pare;;2019
13/04/2019;09:30:00;SEM VÍTIMA;MADALENA;EST DOS REMEDIOS;COLISÃO;1;;;;;1;;;0;;;;;;;;;;2019
13/04/2019;09:33:00;SEM VÍTIMA;JORDÃO;AV JULIO CESAR;ABALROAMENTO LONGITUDINAL;1;;;;;1;;;0;;Bom;Não existe;Não existente;Seca;Mal conservada;Não existe;Não há placas;;2019
13/04/2019;09:43:00;SEM VÍTIMA;BOA VIAGEM;RUA SA E SOUZA;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
13/04/2019;09:46:00;SEM VÍTIMA;MADALENA;EST DOS REMEDIOS;COLISÃO;1;;;;;1;;;0;;;;;;;;;;2019
13/04/2019;10:24:00;SEM VÍTIMA;MACAXEIRA;RUA TIJUCAL;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
13/04/2019;12:04:00;SEM VÍTIMA;ILHA DO RETIRO;RUA SPORT CLUBE DO RECIFE;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;;;Outras;60 km/h;2019
13/04/2019;12:20:00;SEM VÍTIMA;TORRE;RUA JOSE BONIFACIO;COLISÃO;1;;;;;1;;;0;;;;;;;;;;2019
13/04/2019;12:39:00;SEM VÍTIMA;ESPINHEIRO;RUA AMELIA;COLISÃO;1;1;;;;;;;0;;;;;;;;;;2019
13/04/2019;13:05:00;COM VÍTIMA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;ATROPELAMENTO;;;;1;1;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;2019
13/04/2019;13:30:00;SEM VÍTIMA;IMBIRIBEIRA;AVENIDA CELSO FURTADO (VIA MANGUE);ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;2019
13/04/2019;13:52:00;SEM VÍTIMA;GRAÇAS;AV CONS ROSA E SILVA;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6c;60 km/h;2019
13/04/2019;14:12:00;SEM VÍTIMA;IBURA;AV DOIS RIOS;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Sem defeito;Não existente;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;2019
13/04/2019;14:34:00;COM VÍTIMA;AFOGADOS;EST DOS REMEDIOS;COLISÃO TRASEIRA;1;1;;;;;;;1;;Chuvoso;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6c;;2019
13/04/2019;14:42:00;SEM VÍTIMA;ALTO JOSÉ DO PINHO;RUA SEVERINO BERNARDINO PEREIRA;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;0;;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;2019
13/04/2019;14:44:00;SEM VÍTIMA;ESTÂNCIA;AV DR JOSE RUFINO;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Outras;;2019
13/04/2019;15:17:00;SEM VÍTIMA;BOA VIAGEM;RUA SARGENTO MELO JUNIOR;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;2019
13/04/2019;15:20:00;SEM VÍTIMA;BRASÍLIA TEIMOSA;AV ANTONIO DE GOES;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;;60 km/h;2019
13/04/2019;15:46:00;SEM VÍTIMA;ESPINHEIRO;RUA DO ESPINHEIRO;ABALROAMENTO LONGITUDINAL;1;;;;;1;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;2019
13/04/2019;16:14:00;SEM VÍTIMA;BOA VIAGEM;RUA DR LUIZ INACIO PESSOA DE MELO;COLISÃO;3;;;;;;;;0;;;;;;;;;;2019
13/04/2019;16:34:00;SEM VÍTIMA;ALTO DO MANDU;AV NORTE;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;2019
13/04/2019;17:01:00;SEM VÍTIMA;JORDÃO;AV MARIA IRENE;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
13/04/2019;17:20:00;SEM VÍTIMA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;COLISÃO;1;;;;1;;;;0;;;;;;;;;;2019
13/04/2019;18:55:00;SEM VÍTIMA;CASA AMARELA;AV NORTE;COLISÃO TRASEIRA;1;;;;1;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;2019
13/04/2019;22:24:00;SEM VÍTIMA;TEJIPIÓ;RUA FALCAO DE LACERDA;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
14/04/2019;01:56:00;COM VÍTIMA;ESPINHEIRO;AV GOVERNADOR AGAMENON MAGALHAES;COLISÃO TRASEIRA;1;1;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;2019
14/04/2019;08:32:00;SEM VÍTIMA;MADALENA;AV VISCONDE DE ALBUQUERQUE;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;2019
14/04/2019;12:11:00;SEM VÍTIMA;MADALENA;RUA BENFICA;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
14/04/2019;12:24:00;SEM VÍTIMA;PAISSANDU;AV GOVERNADOR AGAMENON MAGALHAES;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;Outras;;2019
14/04/2019;13:12:00;SEM VÍTIMA;SANTO AMARO;AV NORTE;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-4a;40 km/h;2019
14/04/2019;13:59:00;SEM VÍTIMA;GRAÇAS;RUA ALBERTO PAIVA;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;2019
14/04/2019;15:44:00;SEM VÍTIMA;BOA VIAGEM;AV CONSELHEIRO AGUIAR;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;2019
14/04/2019;16:04:00;SEM VÍTIMA;BAIRRO DO RECIFE;CAIS DO APOLO;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
14/04/2019;16:30:00;COM VÍTIMA;ESPINHEIRO;RUA AMELIA;COLISÃO TRASEIRA;1;1;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Placas Pare;40 km/h;2019
14/04/2019;16:41:00;SEM VÍTIMA;AFOGADOS;EST DOS REMEDIOS;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
14/04/2019;16:50:00;SEM VÍTIMA;MADALENA;RUA BENFICA;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;60 km/h;2019
14/04/2019;17:01:00;SEM VÍTIMA;DERBY;PRC DO DERBY;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;2019
14/04/2019;17:09:00;COM VÍTIMA;CORDEIRO;AV CAXANGA;ATROPELAMENTO;;;;1;;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;Não há placas;;2019
