data,hora,natureza_acidente,bairro,endereco,tipo,auto,moto,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimas_fatais,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,ano
18/02/2021,17:29:00,COM VÍTIMA,PRADO,AV ENGENHEIRO ABDIAS DE CARVALHO,TOMBAMENTO,0,1,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,2021
18/02/2021,18:28:00,COM VÍTIMA,CORDEIRO,AV GENERAL SAN MARTIN,COLISÃO TRANSVERSAL,0,2,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,2021
19/02/2021,08:34:00,COM VÍTIMA,IPSEP,RUA PINTOR LULA CARDOSO AYRES,COLISÃO,1,1,0,0,0,0,0,0,1,0,,,,,,,,2021
19/02/2021,08:51:00,COM VÍTIMA,IPSEP,RUA ITACARI,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,"Placas ""Pare""",2021
19/02/2021,18:58:00,COM VÍTIMA,CORDEIRO,RUA GOMES TABORDA,COLISÃO LATERAL,2,0,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,,R-6a,2021
19/02/2021,19:25:00,COM VÍTIMA,SANTO AMARO,RUA CAPITAO LIMA,COLISÃO COM CICLISTA,1,0,1,0,0,0,0,0,2,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,"Placas ""Pare""",2021
19/02/2021,19:53:00,COM VÍTIMA,MADALENA,RUA PROFESSOR JOSE TORRES PIRES,COLISÃO LATERAL,1,1,0,0,0,0,0,0,2,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,2021
20/02/2021,10:22:00,SEM VÍTIMA,JORDÃO,RUA ESCOLA DE SAGRES,COLISÃO,2,0,0,0,0,0,0,0,0,0,,,,,,,,2021
20/02/2021,11:50:00,COM VÍTIMA,IPUTINGA,AV MAURICIO DE NASSAU,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,2021
20/02/2021,14:00:00,COM VÍTIMA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,2021
20/02/2021,20:10:00,SEM VÍTIMA,BOA VIAGEM,RUA CAMBOIM,COLISÃO,2,0,0,0,0,0,0,0,0,0,,,,,,,,2021
20/02/2021,23:24:40,SEM VÍTIMA,ESTÂNCIA,AV DR JOSE RUFINO,COLISÃO,9,1,0,0,0,0,0,0,0,0,,,,,,,,2021
21/02/2021,06:55:00,COM VÍTIMA,VÁRZEA,RUA ACADEMICO HELIO RAMOS,COLISÃO LATERAL,0,1,0,0,1,0,0,0,1,0,Bom,Sem defeito,Não existente,Seca,Perfeito estado,Não existe,Não há placas,2021
21/02/2021,11:16:00,SEM VÍTIMA,HIPÓDROMO,RUA PROFESSOR JERONIMO GUEIROS,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,2021
21/02/2021,15:11:00,SEM VÍTIMA,GUABIRABA,EST DOS MACACOS,COLISÃO LATERAL,0,1,0,0,0,0,1,0,0,0,Bom,Sem defeito,Perfeito estado,Seca,,Não existe,Não há placas,2021
21/02/2021,16:11:00,COM VÍTIMA,IMBIRIBEIRA,RUA ALAMEDA DAS HORTENCIAS,COLISÃO,1,1,0,0,0,0,0,0,2,0,,,,,,,,2021
21/02/2021,19:40:00,COM VÍTIMA,BREJO DA GUABIRABA,AV VEREADOR OTACILIO AZEVEDO,COLISÃO TRANSVERSAL,0,2,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,2021
21/02/2021,20:39:40,COM VÍTIMA,NOVA DESCOBERTA,RUA CORREGO DA AREIA,COLISÃO,1,1,0,0,0,0,0,0,1,0,,,,,,,,2021
21/02/2021,21:04:40,SEM VÍTIMA,PORTO DA MADEIRA,LAD DO SAPOTI,COLISÃO,2,0,0,0,0,0,0,0,0,0,,,,,,,,2021
22/02/2021,07:14:00,COM VÍTIMA,BOA VIAGEM,AV CONSELHEIRO AGUIAR,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Outros,Não há placas,2021
22/02/2021,07:20:00,COM VÍTIMA,ILHA DO RETIRO,RUA SPORT CLUBE DO RECIFE,TOMBAMENTO,0,1,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,2021
22/02/2021,08:05:00,COM VÍTIMA,MONTEIRO,AV DEZESSETE DE AGOSTO,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,2021
22/02/2021,08:52:00,COM VÍTIMA,ARRUDA,RUA DO TRIUNFO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,2,0,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,2021
22/02/2021,09:27:00,COM VÍTIMA,TAMARINEIRA,AV NORTE,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,2021
22/02/2021,10:27:00,COM VÍTIMA,CAMPINA DO BARRETO,RUA DAS MOCAS,COLISÃO TRANSVERSAL,1,0,0,0,1,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,,2021
22/02/2021,12:22:00,COM VÍTIMA,AFOGADOS,RUA SAO MIGUEL,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,2021
22/02/2021,13:13:00,SEM VÍTIMA,BOA VIAGEM,RUA FELIX DE BRITO E MELO,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,2021
22/02/2021,13:47:00,COM VÍTIMA,TORRE,RUA MARQUES DE MARICA,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,2021
22/02/2021,16:38:00,SEM VÍTIMA,BOA VIAGEM,RUA DOS NAVEGANTES,COLISÃO LATERAL,2,0,0,0,0,0,0,0,0,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,2021
22/02/2021,17:16:00,COM VÍTIMA,SANTO AMARO,AV ENGENHEIRO AGAMENON DE MAGALHAES MELO,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,2021
22/02/2021,20:56:00,COM VÍTIMA,COHAB,RUA DR BENIGNO JORDAO DE VASCONCELOS,COLISÃO FRONTAL,2,0,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,2021
23/02/2021,07:56:00,SEM VÍTIMA,SANTO AMARO,AV CRUZ CABUGA,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,2021
23/02/2021,08:02:00,COM VÍTIMA,SAN MARTIN,AV GENERAL SAN MARTIN,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,2021
23/02/2021,08:27:00,COM VÍTIMA,ENCRUZILHADA,AV BEBERIBE,COLISÃO LATERAL,2,0,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,,2021
23/02/2021,08:28:00,COM VÍTIMA,IBURA,AV DOM HELDER CAMARA,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Não existente,Seca,Mal conservada,Não existe,Não há placas,2021
23/02/2021,08:31:00,COM VÍTIMA,CORDEIRO,AV CAXANGA,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,2021
23/02/2021,10:13:00,COM VÍTIMA,BOA VIAGEM,RUA RIBEIRO DE BRITO,COLISÃO COM CICLISTA,1,0,1,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,2021
23/02/2021,11:53:00,SEM VÍTIMA,SANTO ANTÔNIO,RUA DO SOL,COLISÃO LATERAL,1,0,0,0,0,1,0,0,0,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,2021
23/02/2021,12:33:00,COM VÍTIMA,ENCRUZILHADA,AV NORTE,COLISÃO,1,1,0,0,0,0,0,0,1,0,,,,,,,,2021
23/02/2021,15:39:00,SEM VÍTIMA,AFOGADOS,AV SUL,COLISÃO,0,0,0,0,0,0,0,0,0,0,,,,,,,,2021
23/02/2021,17:39:00,COM VÍTIMA,ARRUDA,RUA MEM DE SA,COLISÃO,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,2021
23/02/2021,19:26:00,COM VÍTIMA,IMBIRIBEIRA,RUA ITAJAI,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,,Seca,Perfeito estado,Não existe,Não há placas,2021
24/02/2021,14:49:00,SEM VÍTIMA,ILHA JOANA BEZERRA,AV CENTRAL,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,,,2021
24/02/2021,18:36:00,COM VÍTIMA,IMBIRIBEIRA,AV TANCREDO NEVES,COLISÃO LATERAL,0,2,0,0,0,0,0,0,2,0,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,2021
24/02/2021,22:41:40,SEM VÍTIMA,TORRE,RUA CONDE DE IRAJA,COLISÃO,2,0,0,0,0,0,0,0,0,0,,,,,,,,2021
25/02/2021,12:44:00,COM VÍTIMA,SANTO AMARO,RUA DOS PALMARES,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,2021
25/02/2021,16:17:00,COM VÍTIMA,BOA VIAGEM,RUA BARAO DE SOUZA LEAO,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,2021
26/02/2021,07:30:00,COM VÍTIMA,CASA FORTE,RUA DONA ADA VIEIRA,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,1,0,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Não existe,R-6a,2021
26/02/2021,11:36:00,SEM VÍTIMA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,COLISÃO,1,0,0,0,0,0,1,0,0,0,,,,,,,,2021
26/02/2021,14:06:00,SEM VÍTIMA,IPSEP,RUA POTENGY,COLISÃO,0,1,0,0,0,0,1,0,0,0,,,,,,,,2021
26/02/2021,15:25:00,COM VÍTIMA,MANGABEIRA,AV NORTE,COLISÃO,2,1,0,0,0,0,0,0,1,0,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,R-6c,2021
26/02/2021,17:07:00,COM VÍTIMA,TAMARINEIRA,RUA IBIAPABA,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,1,0,Chuvoso,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,"Placas ""Pare""",2021
26/02/2021,17:56:00,COM VÍTIMA,GRAÇAS,RUA DAS GRACAS,COLISÃO TRASEIRA,1,0,0,0,2,0,0,0,4,0,Chuvoso,Intermitente,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,R-6a,2021
26/02/2021,20:47:00,SEM VÍTIMA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,COLISÃO,2,0,0,0,0,0,0,0,0,0,,,,,,,,2021
26/02/2021,22:40:40,SEM VÍTIMA,IPSEP,AV RECIFE,COLISÃO,2,0,0,0,0,0,0,0,0,0,,,,,,,,2021
27/02/2021,13:30:00,COM VÍTIMA,IPSEP,AV RECIFE,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,1,0,Bom,,Perfeito estado,Seca,Perfeito estado,,Não há placas,2021
27/02/2021,15:00:00,COM VÍTIMA,BRASÍLIA TEIMOSA,RUA FRANCISCO VALPASSOS,COLISÃO,1,1,0,0,0,0,0,0,1,0,,,,,,,,2021
27/02/2021,16:27:00,SEM VÍTIMA,COELHOS,AV AGOSTINHO GOMES,COLISÃO,1,0,0,0,0,0,1,0,0,0,,,,,,,,2021
27/02/2021,18:59:00,COM VÍTIMA,BOA VIAGEM,RUA JOSE DOMINGUES DA SILVA,COLISÃO TRANSVERSAL,1,1,0,0,0,1,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,"Placas ""Pare""",2021
28/02/2021,06:53:00,SEM VÍTIMA,BAIRRO DO RECIFE,AV MARTINS DE BARROS,CHOQUE,0,0,0,0,1,0,1,0,0,0,,,,,,,,2021
28/02/2021,09:29:00,SEM VÍTIMA,ENCRUZILHADA,AV NORTE,COLISÃO,2,0,0,0,0,0,0,0,0,0,,,,,,,,2021
28/02/2021,14:10:00,COM VÍTIMA,CAXANGÁ,AV CAXANGA,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Outros,Outras,2021
28/02/2021,16:37:00,SEM VÍTIMA,AFOGADOS,RUA SAO MIGUEL,COLISÃO,2,0,0,0,0,0,0,0,0,0,,,,,,,,2021
28/02/2021,18:36:00,SEM VÍTIMA,VÁRZEA,RUA JOSE ANTONIO DA COSTA FILHO,CHOQUE,0,0,0,0,0,0,0,0,0,0,,,,,,,,2021
28/02/2021,19:50:00,COM VÍTIMA,IPSEP,RUA PAMPULHA,COLISÃO COM CICLISTA,1,0,1,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,"Placas ""Pare""",2021
28/02/2021,19:51:00,SEM VÍTIMA,MADALENA,AV BEIRA RIO,COLISÃO,2,0,0,0,0,0,0,0,0,0,,,,,,,,2021
28/02/2021,21:02:40,COM VÍTIMA,ENCRUZILHADA,EST DE BELEM,COLISÃO,1,1,0,0,0,0,0,0,2,0,,,,,,,,2021
01/03/2021,00:11:00,SEM VÍTIMA,BOA VIAGEM,AV MARECHAL JUAREZ TAVORA,COLISÃO,0,0,0,0,0,0,0,0,0,0,,,,,,,,2021
01/03/2021,06:43:00,COM VÍTIMA,PRADO,AV ENGENHEIRO ABDIAS DE CARVALHO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Chuvoso,Não existe,Incompleta,Molhada,Perfeito estado,Não existe,R-19,2021
01/03/2021,07:31:00,COM VÍTIMA,CORDEIRO,AV GENERAL SAN MARTIN,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,1,0,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Não existe,,2021
01/03/2021,09:53:00,COM VÍTIMA,NOVA DESCOBERTA,RUA CORREGO DA AREIA,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,2,0,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Não existe,Não há placas,2021
01/03/2021,10:20:00,COM VÍTIMA,AREIAS,AV RECIFE,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,1,0,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Não há placas,2021
01/03/2021,13:44:00,COM VÍTIMA,BOA VIAGEM,RUA CAPITAO ZUZINHA,QUEDA,0,1,0,0,0,0,0,0,1,0,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Não há placas,2021
01/03/2021,16:29:00,COM VÍTIMA,CORDEIRO,RUA DR MIGUEL VIEIRA FERREIRA,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,2,0,Chuvoso,Não existe,Não existente,Molhada,Perfeito estado,Faixa de pedestre,Não há placas,2021
01/03/2021,17:07:00,COM VÍTIMA,AFOGADOS,RUA VINTE E UM DE ABRIL,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,1,0,Chuvoso,Não existe,Não existente,Molhada,Perfeito estado,Não existe,Não há placas,2021
01/03/2021,19:23:00,COM VÍTIMA,LINHA DO TIRO,RUA CORREGO DO EUCLIDES,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,1,0,Chuvoso,Não existe,Não existente,Molhada,Perfeito estado,Não existe,Não há placas,2021
02/03/2021,07:17:00,SEM VÍTIMA,SAN MARTIN,AV GENERAL SAN MARTIN,COLISÃO LATERAL,0,0,0,0,0,0,0,0,0,0,,,,,,,,2021
02/03/2021,07:20:00,SEM VÍTIMA,MACAXEIRA,AV NORTE,MONITORAMENTO,0,0,0,0,0,0,0,0,0,0,,,,,,,,2021
02/03/2021,07:23:00,COM VÍTIMA,VASCO DA GAMA,AV NORTE,COLISÃO LATERAL,0,1,0,0,1,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,,Não há placas,2021
02/03/2021,08:34:00,COM VÍTIMA,CORDEIRO,EST DO FORTE DO ARRAIAL N. DO B. JESUS,COLISÃO COM CICLISTA,0,1,1,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,2021
02/03/2021,09:14:00,COM VÍTIMA,BEBERIBE,AV BEBERIBE,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,2021
02/03/2021,10:33:00,COM VÍTIMA,CAMPO GRANDE,RUA JERONIMO VILELA,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,2021
02/03/2021,14:49:00,COM VÍTIMA,AREIAS,RUA CAMBUCA,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Ilegível,Seca,Perfeito estado,Não existe,"Placas ""Pare""",2021
02/03/2021,17:00:00,COM VÍTIMA,ESTÂNCIA,AV DR JOSE RUFINO,COLISÃO LATERAL,0,2,0,0,0,0,0,0,2,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,2021
02/03/2021,19:46:00,COM VÍTIMA,MADALENA,RUA MANOEL BERNARDES,ATROPELAMENTO DE PESSOA,1,0,0,1,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,2021
02/03/2021,20:31:40,COM VÍTIMA,CASA AMARELA,AV NORTE,COLISÃO COM CICLISTA,1,0,1,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,"Placas ""Pare""",2021
03/03/2021,09:29:00,SEM VÍTIMA,CAMPO GRANDE,RUA PRUDENTE DE MORAES,COLISÃO,2,0,0,0,0,0,0,0,0,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,"Placas ""Pare""",2021
03/03/2021,12:23:00,SEM VÍTIMA,JOANA BEZERRA,AV GOVERNADOR AGAMENON MAGALHAES,COLISÃO,1,1,0,0,0,0,0,0,0,0,,,,,,,,2021
03/03/2021,13:25:00,COM VÍTIMA,ZUMBI,AV CAXANGA,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,2021
03/03/2021,13:35:00,COM VÍTIMA,IBURA,AV DOIS RIOS,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,2,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,Não há placas,2021
03/03/2021,15:18:00,COM VÍTIMA,AFOGADOS,EST DOS REMEDIOS,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,2021
03/03/2021,16:35:00,COM VÍTIMA,BOMBA DO HEMETÉRIO,RUA JACOB,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,2021
03/03/2021,16:52:00,COM VÍTIMA,BAIRRO DO RECIFE,AV ALFREDO LISBOA,COLISÃO LATERAL,0,2,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,2021
03/03/2021,18:11:00,COM VÍTIMA,CASA FORTE,AV DEZESSETE DE AGOSTO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,2021
03/03/2021,18:46:00,COM VÍTIMA,IPSEP,AV RECIFE,COLISÃO,1,1,0,0,0,0,0,0,2,0,,,,,,,,2021
04/03/2021,07:44:00,COM VÍTIMA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,COLISÃO LATERAL,1,1,0,0,0,0,0,0,2,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,2021
04/03/2021,14:39:00,COM VÍTIMA,IPSEP,RUA DR RAPOSO PINTO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,,2021
04/03/2021,15:09:00,SEM VÍTIMA,CASA AMARELA,AV NORTE,COLISÃO,3,0,0,0,0,0,0,0,0,0,Bom,Intermitente,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,2021
04/03/2021,16:02:00,SEM VÍTIMA,TORRÕES,AV ENGENHEIRO ABDIAS DE CARVALHO,COLISÃO,0,0,0,0,0,0,0,0,0,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,2021
04/03/2021,17:21:00,COM VÍTIMA,PRADO,AV ENGENHEIRO ABDIAS DE CARVALHO,COLISÃO,1,1,0,0,0,0,0,0,2,0,,,,,,,,2021
04/03/2021,17:29:00,SEM VÍTIMA,BOA VIAGEM,RUA TOME GIBSON,COLISÃO,0,0,0,0,0,0,0,0,0,0,,,,,,,,2021
04/03/2021,19:30:00,SEM VÍTIMA,PINA,AV ANTONIO DE GOES,COLISÃO,2,0,0,0,0,0,0,0,0,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,2021
04/03/2021,23:17:40,SEM VÍTIMA,ESPINHEIRO,RUA DA HORA,COLISÃO,2,0,0,0,0,0,0,0,0,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,2021
05/03/2021,15:21:00,COM VÍTIMA,BOA VISTA,RUA GERVASIO PIRES,COLISÃO COM CICLISTA,1,0,1,0,1,0,0,0,1,0,,,,,,,,2021
05/03/2021,17:20:00,COM VÍTIMA,SANTO AMARO,AV PREFEITO ARTUR LIMA CAVALCANTI,CHOQUE,0,1,0,0,0,0,0,0,1,0,Bom,Não existe,Não existente,Seca,Perfeito estado,,,2021
05/03/2021,20:05:00,COM VÍTIMA,PORTO DA MADEIRA,AV BEBERIBE,COLISÃO LATERAL,1,1,0,0,0,0,0,0,2,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,2021
06/03/2021,09:28:00,COM VÍTIMA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,2,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,2021
06/03/2021,19:56:00,SEM VÍTIMA,JARDIM SÃO PAULO,AV LIBERDADE,COLISÃO,2,0,0,0,0,0,0,0,0,0,Bom,Não existe,Ilegível,Seca,Perfeito estado,Não existe,Não há placas,2021
06/03/2021,22:32:40,SEM VÍTIMA,CAMPO GRANDE,RUA TENENTE GUIMARAES,CHOQUE,1,0,0,0,0,0,0,0,0,0,Bom,Não existe,Não existente,Seca,Mal iluminada,Não existe,Não há placas,2021
07/03/2021,00:49:00,SEM VÍTIMA,IPSEP,RUA ITAJAI,COLISÃO,2,0,0,0,0,0,0,0,0,0,,,,,,,,2021
07/03/2021,21:28:40,COM VÍTIMA,COHAB,AV PERNAMBUCO,COLISÃO,1,1,0,0,0,0,0,0,1,0,,,,,,,,2021
08/03/2021,01:22:00,SEM VÍTIMA,DOIS IRMÃOS,RUA DOIS IRMAOS,COLISÃO,2,0,0,0,0,0,0,0,0,0,,,,,,,,2021
08/03/2021,08:34:00,COM VÍTIMA,IPSEP,RUA JEAN EMILE FAVRE,COLISÃO COM CICLISTA,1,0,1,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,2021
08/03/2021,10:13:00,SEM VÍTIMA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,COLISÃO,1,0,0,0,0,0,1,0,0,0,Bom,Sem defeito,Perfeito estado,Seca,,Faixa de pedestre,Não há placas,2021
08/03/2021,12:20:00,COM VÍTIMA,TORRÕES,AV ENGENHEIRO ABDIAS DE CARVALHO,COLISÃO COM CICLISTA,0,0,1,0,1,0,0,0,1,0,,,,,,,,2021
08/03/2021,12:51:00,COM VÍTIMA,BOA VIAGEM,RUA VISCONDE DE JEQUITINHONHA,COLISÃO LATERAL,2,1,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,2021
08/03/2021,21:23:40,COM VÍTIMA,SAN MARTIN,AV ENGENHEIRO ABDIAS DE CARVALHO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,Outras,2021
09/03/2021,05:10:00,SEM VÍTIMA,BOA VISTA,AV CONDE DA BOA VISTA,COLISÃO,0,0,0,0,1,1,0,0,0,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,Não há placas,2021
09/03/2021,11:23:00,COM VÍTIMA,BOA VISTA,AV MANOEL BORBA,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Outros,Outras,2021
09/03/2021,13:39:00,COM VÍTIMA,BREJO DE BEBERIBE,AV VEREADOR OTACILIO AZEVEDO,COLISÃO LATERAL,2,1,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,"Placas ""Dê a preferência""",2021
09/03/2021,14:05:00,COM VÍTIMA,TEJIPIÓ,AV DR JOSE RUFINO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,1,0,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,2021
09/03/2021,14:43:00,COM VÍTIMA,TEJIPIÓ,AV DR JOSE RUFINO,COLISÃO,1,1,0,0,0,0,0,0,1,0,,,,,,,,2021
